year;age;sex;population
2016;0;1;44165
2016;0;2;42131
2016;1;1;44848
2016;1;2;42119
2016;2;1;44511
2016;2;2;42101
2016;3;1;43700
2016;3;2;41236
2016;4;1;44080
2016;4;2;41224
2016;5;1;43421
2016;5;2;41013
2016;6;1;43733
2016;6;2;41969
2016;7;1;43408
2016;7;2;40976
2016;8;1;43191
2016;8;2;40550
2016;9;1;42145
2016;9;2;40050
2016;10;1;41845
2016;10;2;39530
2016;11;1;41730
2016;11;2;39419
2016;12;1;41351
2016;12;2;39732
2016;13;1;40807
2016;13;2;38974
2016;14;1;41706
2016;14;2;39326
2016;15;1;42012
2016;15;2;39495
2016;16;1;44882
2016;16;2;41803
2016;17;1;44871
2016;17;2;41832
2016;18;1;46145
2016;18;2;43055
2016;19;1;48068
2016;19;2;44312
2016;20;1;48902
2016;20;2;45973
2016;21;1;49008
2016;21;2;46435
2016;22;1;50224
2016;22;2;47420
2016;23;1;51725
2016;23;2;49232
2016;24;1;54227
2016;24;2;52389
2016;25;1;55889
2016;25;2;53703
2016;26;1;57225
2016;26;2;55460
2016;27;1;57399
2016;27;2;56150
2016;28;1;59167
2016;28;2;57818
2016;29;1;58663
2016;29;2;57107
2016;30;1;59445
2016;30;2;58446
2016;31;1;59688
2016;31;2;58753
2016;32;1;60631
2016;32;2;59140
2016;33;1;60314
2016;33;2;58545
2016;34;1;61212
2016;34;2;59926
2016;35;1;60917
2016;35;2;59542
2016;36;1;61245
2016;36;2;59578
2016;37;1;59124
2016;37;2;58251
2016;38;1;58451
2016;38;2;57442
2016;39;1;58405
2016;39;2;57384
2016;40;1;57673
2016;40;2;57289
2016;41;1;57476
2016;41;2;56852
2016;42;1;58917
2016;42;2;57856
2016;43;1;59049
2016;43;2;58381
2016;44;1;61121
2016;44;2;59616
2016;45;1;62556
2016;45;2;61899
2016;46;1;63479
2016;46;2;62577
2016;47;1;64860
2016;47;2;64340
2016;48;1;66348
2016;48;2;65575
2016;49;1;67031
2016;49;2;66014
2016;50;1;68562
2016;50;2;66876
2016;51;1;68929
2016;51;2;66613
2016;52;1;69756
2016;52;2;67724
2016;53;1;67323
2016;53;2;65639
2016;54;1;64622
2016;54;2;62997
2016;55;1;61928
2016;55;2;61062
2016;56;1;60122
2016;56;2;59191
2016;57;1;57968
2016;57;2;57357
2016;58;1;55875
2016;58;2;54715
2016;59;1;54221
2016;59;2;53373
2016;60;1;52337
2016;60;2;51358
2016;61;1;49468
2016;61;2;49564
2016;62;1;47294
2016;62;2;48285
2016;63;1;45080
2016;63;2;46789
2016;64;1;44352
2016;64;2;46181
2016;65;1;42006
2016;65;2;44139
2016;66;1;42651
2016;66;2;45094
2016;67;1;41457
2016;67;2;44333
2016;68;1;41401
2016;68;2;44805
2016;69;1;40577
2016;69;2;43905
2016;70;1;40011
2016;70;2;43649
2016;71;1;38129
2016;71;2;41251
2016;72;1;36639
2016;72;2;40721
2016;73;1;34707
2016;73;2;39300
2016;74;1;32707
2016;74;2;37126
2016;75;1;29548
2016;75;2;34850
2016;76;1;26195
2016;76;2;32249
2016;77;1;24998
2016;77;2;30968
2016;78;1;23463
2016;78;2;29697
2016;79;1;21821
2016;79;2;28110
2016;80;1;20638
2016;80;2;27657
2016;81;1;19572
2016;81;2;26717
2016;82;1;17882
2016;82;2;25416
2016;83;1;15847
2016;83;2;23978
2016;84;1;14642
2016;84;2;22622
2016;85;1;12951
2016;85;2;20887
2016;86;1;11357
2016;86;2;19971
2016;87;1;9636
2016;87;2;17598
2016;88;1;8180
2016;88;2;15707
2016;89;1;6583
2016;89;2;13600
2016;90;1;5458
2016;90;2;11957
2016;91;1;4394
2016;91;2;10150
2016;92;1;3324
2016;92;2;8430
2016;93;1;2538
2016;93;2;6722
2016;94;1;1803
2016;94;2;5102
2016;95;1;1332
2016;95;2;4040
2016;96;1;910
2016;96;2;2783
2016;97;1;502
2016;97;2;1718
2016;98;1;299
2016;98;2;1182
2016;99;1;189
2016;99;2;732
2016;100;1;110
2016;100;2;499
2016;101;1;68
2016;101;2;317
2016;102;1;36
2016;102;2;214
2016;103;1;27
2016;103;2;119
2016;104;1;12
2016;104;2;65
2016;105;1;10
2016;105;2;69
2015;0;1;43713
2015;0;2;41191
2015;1;1;43959
2015;1;2;41686
2015;2;1;43303
2015;2;2;40946
2015;3;1;43653
2015;3;2;40947
2015;4;1;43029
2015;4;2;40604
2015;5;1;43407
2015;5;2;41569
2015;6;1;42947
2015;6;2;40507
2015;7;1;42748
2015;7;2;40129
2015;8;1;41715
2015;8;2;39656
2015;9;1;41402
2015;9;2;39177
2015;10;1;41343
2015;10;2;39058
2015;11;1;41003
2015;11;2;39349
2015;12;1;40443
2015;12;2;38625
2015;13;1;41171
2015;13;2;38987
2015;14;1;41412
2015;14;2;39113
2015;15;1;44013
2015;15;2;41412
2015;16;1;43684
2015;16;2;41380
2015;17;1;44524
2015;17;2;42103
2015;18;1;45615
2015;18;2;43312
2015;19;1;47620
2015;19;2;45048
2015;20;1;47603
2015;20;2;45624
2015;21;1;48671
2015;21;2;46464
2015;22;1;49891
2015;22;2;48059
2015;23;1;52403
2015;23;2;50934
2015;24;1;54129
2015;24;2;52270
2015;25;1;55217
2015;25;2;53683
2015;26;1;55565
2015;26;2;54402
2015;27;1;57449
2015;27;2;56231
2015;28;1;57047
2015;28;2;55779
2015;29;1;58036
2015;29;2;57178
2015;30;1;58373
2015;30;2;57729
2015;31;1;59638
2015;31;2;58072
2015;32;1;59276
2015;32;2;57660
2015;33;1;60318
2015;33;2;59264
2015;34;1;60008
2015;34;2;58946
2015;35;1;60601
2015;35;2;58883
2015;36;1;58512
2015;36;2;57573
2015;37;1;57909
2015;37;2;56914
2015;38;1;57944
2015;38;2;56831
2015;39;1;57204
2015;39;2;56839
2015;40;1;57032
2015;40;2;56429
2015;41;1;58555
2015;41;2;57505
2015;42;1;58667
2015;42;2;57929
2015;43;1;60822
2015;43;2;59300
2015;44;1;62315
2015;44;2;61613
2015;45;1;63279
2015;45;2;62314
2015;46;1;64690
2015;46;2;64108
2015;47;1;66236
2015;47;2;65417
2015;48;1;66933
2015;48;2;65854
2015;49;1;68563
2015;49;2;66851
2015;50;1;68987
2015;50;2;66566
2015;51;1;69838
2015;51;2;67719
2015;52;1;67476
2015;52;2;65727
2015;53;1;64899
2015;53;2;63127
2015;54;1;62262
2015;54;2;61173
2015;55;1;60499
2015;55;2;59392
2015;56;1;58398
2015;56;2;57587
2015;57;1;56337
2015;57;2;55041
2015;58;1;54645
2015;58;2;53683
2015;59;1;53034
2015;59;2;51661
2015;60;1;50075
2015;60;2;49859
2015;61;1;47916
2015;61;2;48702
2015;62;1;45814
2015;62;2;47217
2015;63;1;45038
2015;63;2;46721
2015;64;1;43037
2015;64;2;44600
2015;65;1;43563
2015;65;2;45518
2015;66;1;42140
2015;66;2;44759
2015;67;1;42083
2015;67;2;45237
2015;68;1;41222
2015;68;2;44312
2015;69;1;40665
2015;69;2;44094
2015;70;1;38853
2015;70;2;41702
2015;71;1;37424
2015;71;2;41224
2015;72;1;35403
2015;72;2;39783
2015;73;1;33504
2015;73;2;37650
2015;74;1;30290
2015;74;2;35416
2015;75;1;27016
2015;75;2;32824
2015;76;1;25799
2015;76;2;31591
2015;77;1;24264
2015;77;2;30335
2015;78;1;22624
2015;78;2;28807
2015;79;1;21599
2015;79;2;28484
2015;80;1;20594
2015;80;2;27660
2015;81;1;18973
2015;81;2;26397
2015;82;1;16922
2015;82;2;25060
2015;83;1;15807
2015;83;2;23783
2015;84;1;14107
2015;84;2;22200
2015;85;1;12608
2015;85;2;21358
2015;86;1;10798
2015;86;2;19149
2015;87;1;9296
2015;87;2;17264
2015;88;1;7618
2015;88;2;15149
2015;89;1;6512
2015;89;2;13641
2015;90;1;5274
2015;90;2;11690
2015;91;1;4134
2015;91;2;9969
2015;92;1;3252
2015;92;2;8097
2015;93;1;2348
2015;93;2;6356
2015;94;1;1808
2015;94;2;5217
2015;95;1;1238
2015;95;2;3660
2015;96;1;711
2015;96;2;2320
2015;97;1;438
2015;97;2;1603
2015;98;1;283
2015;98;2;1085
2015;99;1;166
2015;99;2;760
2015;100;1;122
2015;100;2;484
2015;101;1;69
2015;101;2;366
2015;102;1;50
2015;102;2;200
2015;103;1;31
2015;103;2;110
2015;104;1;9
2015;104;2;64
2015;105;1;9
2015;105;2;48
2014;0;1;43039
2014;0;2;40691
2014;1;1;42934
2014;1;2;40560
2014;2;1;43294
2014;2;2;40603
2014;3;1;42657
2014;3;2;40319
2014;4;1;43014
2014;4;2;41184
2014;5;1;42527
2014;5;2;40110
2014;6;1;42333
2014;6;2;39749
2014;7;1;41301
2014;7;2;39301
2014;8;1;41033
2014;8;2;38774
2014;9;1;40954
2014;9;2;38677
2014;10;1;40620
2014;10;2;39006
2014;11;1;40106
2014;11;2;38264
2014;12;1;40822
2014;12;2;38643
2014;13;1;41072
2014;13;2;38733
2014;14;1;43609
2014;14;2;41052
2014;15;1;43205
2014;15;2;41032
2014;16;1;43950
2014;16;2;41714
2014;17;1;44732
2014;17;2;42396
2014;18;1;46343
2014;18;2;44026
2014;19;1;46748
2014;19;2;44625
2014;20;1;47742
2014;20;2;45560
2014;21;1;48720
2014;21;2;46876
2014;22;1;50983
2014;22;2;49553
2014;23;1;52527
2014;23;2;50811
2014;24;1;53549
2014;24;2;51992
2014;25;1;53859
2014;25;2;52563
2014;26;1;55644
2014;26;2;54479
2014;27;1;55201
2014;27;2;54059
2014;28;1;56536
2014;28;2;55652
2014;29;1;57061
2014;29;2;56390
2014;30;1;58299
2014;30;2;56764
2014;31;1;58165
2014;31;2;56631
2014;32;1;59316
2014;32;2;58304
2014;33;1;59155
2014;33;2;58011
2014;34;1;59671
2014;34;2;58132
2014;35;1;57734
2014;35;2;56912
2014;36;1;57187
2014;36;2;56221
2014;37;1;57233
2014;37;2;56287
2014;38;1;56540
2014;38;2;56289
2014;39;1;56440
2014;39;2;55877
2014;40;1;58048
2014;40;2;56921
2014;41;1;58187
2014;41;2;57440
2014;42;1;60300
2014;42;2;58865
2014;43;1;61875
2014;43;2;61241
2014;44;1;62904
2014;44;2;61979
2014;45;1;64332
2014;45;2;63808
2014;46;1;65942
2014;46;2;65132
2014;47;1;66723
2014;47;2;65625
2014;48;1;68447
2014;48;2;66710
2014;49;1;68911
2014;49;2;66470
2014;50;1;69822
2014;50;2;67563
2014;51;1;67550
2014;51;2;65773
2014;52;1;64959
2014;52;2;63167
2014;53;1;62354
2014;53;2;61258
2014;54;1;60661
2014;54;2;59508
2014;55;1;58627
2014;55;2;57728
2014;56;1;56638
2014;56;2;55197
2014;57;1;55006
2014;57;2;53922
2014;58;1;53462
2014;58;2;51933
2014;59;1;50776
2014;59;2;50174
2014;60;1;48483
2014;60;2;48991
2014;61;1;46369
2014;61;2;47589
2014;62;1;45718
2014;62;2;47072
2014;63;1;43666
2014;63;2;45063
2014;64;1;44564
2014;64;2;45971
2014;65;1;42859
2014;65;2;45223
2014;66;1;42769
2014;66;2;45642
2014;67;1;41939
2014;67;2;44687
2014;68;1;41385
2014;68;2;44477
2014;69;1;39517
2014;69;2;42058
2014;70;1;38191
2014;70;2;41669
2014;71;1;36151
2014;71;2;40252
2014;72;1;34280
2014;72;2;38079
2014;73;1;31074
2014;73;2;35944
2014;74;1;27783
2014;74;2;33303
2014;75;1;26589
2014;75;2;32182
2014;76;1;25103
2014;76;2;30975
2014;77;1;23477
2014;77;2;29447
2014;78;1;22545
2014;78;2;29214
2014;79;1;21590
2014;79;2;28460
2014;80;1;20047
2014;80;2;27341
2014;81;1;18045
2014;81;2;26003
2014;82;1;16921
2014;82;2;24936
2014;83;1;15280
2014;83;2;23457
2014;84;1;13797
2014;84;2;22674
2014;85;1;11961
2014;85;2;20669
2014;86;1;10456
2014;86;2;18827
2014;87;1;8763
2014;87;2;16771
2014;88;1;7632
2014;88;2;15342
2014;89;1;6375
2014;89;2;13358
2014;90;1;5063
2014;90;2;11703
2014;91;1;4078
2014;91;2;9694
2014;92;1;3090
2014;92;2;7893
2014;93;1;2377
2014;93;2;6605
2014;94;1;1700
2014;94;2;4833
2014;95;1;1014
2014;95;2;3170
2014;96;1;650
2014;96;2;2251
2014;97;1;439
2014;97;2;1577
2014;98;1;277
2014;98;2;1153
2014;99;1;194
2014;99;2;742
2014;100;1;128
2014;100;2;538
2014;101;1;83
2014;101;2;307
2014;102;1;43
2014;102;2;199
2014;103;1;18
2014;103;2;109
2014;104;1;9
2014;104;2;60
2014;105;1;9
2014;105;2;40
2013;0;1;41914
2013;0;2;39495
2013;1;1;42793
2013;1;2;40057
2013;2;1;42281
2013;2;2;39956
2013;3;1;42603
2013;3;2;40738
2013;4;1;42055
2013;4;2;39718
2013;5;1;41913
2013;5;2;39258
2013;6;1;40891
2013;6;2;38889
2013;7;1;40599
2013;7;2;38385
2013;8;1;40579
2013;8;2;38322
2013;9;1;40248
2013;9;2;38657
2013;10;1;39721
2013;10;2;37941
2013;11;1;40429
2013;11;2;38274
2013;12;1;40679
2013;12;2;38398
2013;13;1;43225
2013;13;2;40739
2013;14;1;42792
2013;14;2;40728
2013;15;1;43563
2013;15;2;41312
2013;16;1;44306
2013;16;2;42046
2013;17;1;45580
2013;17;2;43220
2013;18;1;45801
2013;18;2;43664
2013;19;1;47051
2013;19;2;44691
2013;20;1;48006
2013;20;2;46002
2013;21;1;49977
2013;21;2;48441
2013;22;1;51220
2013;22;2;49422
2013;23;1;51983
2013;23;2;50518
2013;24;1;52388
2013;24;2;51004
2013;25;1;53936
2013;25;2;52612
2013;26;1;53407
2013;26;2;52117
2013;27;1;54906
2013;27;2;53910
2013;28;1;55361
2013;28;2;54673
2013;29;1;56912
2013;29;2;55373
2013;30;1;56719
2013;30;2;55323
2013;31;1;57990
2013;31;2;57102
2013;32;1;58017
2013;32;2;56924
2013;33;1;58719
2013;33;2;57141
2013;34;1;56700
2013;34;2;56099
2013;35;1;56263
2013;35;2;55440
2013;36;1;56446
2013;36;2;55518
2013;37;1;55749
2013;37;2;55663
2013;38;1;55644
2013;38;2;55197
2013;39;1;57234
2013;39;2;56417
2013;40;1;57489
2013;40;2;56869
2013;41;1;59540
2013;41;2;58281
2013;42;1;61249
2013;42;2;60737
2013;43;1;62354
2013;43;2;61537
2013;44;1;63837
2013;44;2;63418
2013;45;1;65459
2013;45;2;64796
2013;46;1;66226
2013;46;2;65406
2013;47;1;68097
2013;47;2;66348
2013;48;1;68681
2013;48;2;66256
2013;49;1;69624
2013;49;2;67361
2013;50;1;67418
2013;50;2;65637
2013;51;1;64866
2013;51;2;63096
2013;52;1;62388
2013;52;2;61267
2013;53;1;60729
2013;53;2;59564
2013;54;1;58707
2013;54;2;57801
2013;55;1;56820
2013;55;2;55271
2013;56;1;55266
2013;56;2;54111
2013;57;1;53796
2013;57;2;52091
2013;58;1;51143
2013;58;2;50348
2013;59;1;49100
2013;59;2;49202
2013;60;1;46886
2013;60;2;47801
2013;61;1;46243
2013;61;2;47356
2013;62;1;44252
2013;62;2;45331
2013;63;1;45156
2013;63;2;46370
2013;64;1;43713
2013;64;2;45606
2013;65;1;43572
2013;65;2;45989
2013;66;1;42563
2013;66;2;45006
2013;67;1;42018
2013;67;2;44838
2013;68;1;40145
2013;68;2;42392
2013;69;1;38860
2013;69;2;42043
2013;70;1;36839
2013;70;2;40613
2013;71;1;34899
2013;71;2;38500
2013;72;1;31760
2013;72;2;36380
2013;73;1;28407
2013;73;2;33728
2013;74;1;27274
2013;74;2;32672
2013;75;1;25848
2013;75;2;31484
2013;76;1;24227
2013;76;2;29999
2013;77;1;23364
2013;77;2;29883
2013;78;1;22435
2013;78;2;29140
2013;79;1;21017
2013;79;2;28131
2013;80;1;19057
2013;80;2;26890
2013;81;1;17970
2013;81;2;25929
2013;82;1;16373
2013;82;2;24497
2013;83;1;14928
2013;83;2;23860
2013;84;1;13036
2013;84;2;22013
2013;85;1;11596
2013;85;2;20197
2013;86;1;9897
2013;86;2;18261
2013;87;1;8722
2013;87;2;16901
2013;88;1;7412
2013;88;2;15082
2013;89;1;5986
2013;89;2;13285
2013;90;1;4943
2013;90;2;11260
2013;91;1;3847
2013;91;2;9388
2013;92;1;3092
2013;92;2;7988
2013;93;1;2231
2013;93;2;6022
2013;94;1;1383
2013;94;2;4056
2013;95;1;919
2013;95;2;2959
2013;96;1;654
2013;96;2;2190
2013;97;1;421
2013;97;2;1619
2013;98;1;275
2013;98;2;1073
2013;99;1;208
2013;99;2;806
2013;100;1;140
2013;100;2;509
2013;101;1;68
2013;101;2;306
2013;102;1;30
2013;102;2;187
2013;103;1;19
2013;103;2;117
2013;104;1;6
2013;104;2;49
2013;105;1;11
2013;105;2;53
2012;0;1;41132
2012;0;2;38489
2012;1;1;41786
2012;1;2;39399
2012;2;1;42195
2012;2;2;40365
2012;3;1;41610
2012;3;2;39290
2012;4;1;41384
2012;4;2;38799
2012;5;1;40468
2012;5;2;38512
2012;6;1;40138
2012;6;2;37989
2012;7;1;40145
2012;7;2;37878
2012;8;1;39859
2012;8;2;38225
2012;9;1;39348
2012;9;2;37500
2012;10;1;40006
2012;10;2;37816
2012;11;1;40308
2012;11;2;38017
2012;12;1;42788
2012;12;2;40306
2012;13;1;42374
2012;13;2;40381
2012;14;1;43148
2012;14;2;40948
2012;15;1;43821
2012;15;2;41674
2012;16;1;45074
2012;16;2;42833
2012;17;1;44858
2012;17;2;42705
2012;18;1;46009
2012;18;2;43648
2012;19;1;47154
2012;19;2;44928
2012;20;1;49168
2012;20;2;47366
2012;21;1;50238
2012;21;2;48286
2012;22;1;50625
2012;22;2;49079
2012;23;1;50863
2012;23;2;49307
2012;24;1;52337
2012;24;2;50819
2012;25;1;51601
2012;25;2;50334
2012;26;1;53108
2012;26;2;52056
2012;27;1;53787
2012;27;2;52940
2012;28;1;55381
2012;28;2;53837
2012;29;1;55263
2012;29;2;53951
2012;30;1;56630
2012;30;2;55733
2012;31;1;56765
2012;31;2;55760
2012;32;1;57549
2012;32;2;56053
2012;33;1;55732
2012;33;2;55159
2012;34;1;55285
2012;34;2;54495
2012;35;1;55368
2012;35;2;54634
2012;36;1;54799
2012;36;2;54825
2012;37;1;54856
2012;37;2;54469
2012;38;1;56475
2012;38;2;55759
2012;39;1;56691
2012;39;2;56210
2012;40;1;58704
2012;40;2;57761
2012;41;1;60532
2012;41;2;60199
2012;42;1;61643
2012;42;2;61034
2012;43;1;63205
2012;43;2;63031
2012;44;1;64985
2012;44;2;64397
2012;45;1;65593
2012;45;2;65044
2012;46;1;67638
2012;46;2;66043
2012;47;1;68331
2012;47;2;65976
2012;48;1;69329
2012;48;2;67141
2012;49;1;67181
2012;49;2;65433
2012;50;1;64694
2012;50;2;62936
2012;51;1;62236
2012;51;2;61118
2012;52;1;60671
2012;52;2;59457
2012;53;1;58765
2012;53;2;57851
2012;54;1;56933
2012;54;2;55337
2012;55;1;55372
2012;55;2;54169
2012;56;1;54030
2012;56;2;52254
2012;57;1;51501
2012;57;2;50552
2012;58;1;49410
2012;58;2;49403
2012;59;1;47401
2012;59;2;48028
2012;60;1;46713
2012;60;2;47633
2012;61;1;44768
2012;61;2;45600
2012;62;1;45726
2012;62;2;46605
2012;63;1;44312
2012;63;2;45973
2012;64;1;44470
2012;64;2;46424
2012;65;1;43264
2012;65;2;45347
2012;66;1;42565
2012;66;2;45153
2012;67;1;40746
2012;67;2;42742
2012;68;1;39475
2012;68;2;42406
2012;69;1;37489
2012;69;2;40978
2012;70;1;35525
2012;70;2;38896
2012;71;1;32358
2012;71;2;36782
2012;72;1;29101
2012;72;2;34135
2012;73;1;27983
2012;73;2;33105
2012;74;1;26542
2012;74;2;31929
2012;75;1;24939
2012;75;2;30460
2012;76;1;24103
2012;76;2;30503
2012;77;1;23293
2012;77;2;29809
2012;78;1;21882
2012;78;2;28806
2012;79;1;19967
2012;79;2;27672
2012;80;1;18971
2012;80;2;26831
2012;81;1;17401
2012;81;2;25503
2012;82;1;16088
2012;82;2;25003
2012;83;1;14212
2012;83;2;23207
2012;84;1;12710
2012;84;2;21518
2012;85;1;11072
2012;85;2;19741
2012;86;1;9802
2012;86;2;18459
2012;87;1;8496
2012;87;2;16705
2012;88;1;6983
2012;88;2;14929
2012;89;1;5869
2012;89;2;12946
2012;90;1;4723
2012;90;2;10994
2012;91;1;3885
2012;91;2;9526
2012;92;1;2914
2012;92;2;7485
2012;93;1;1870
2012;93;2;5156
2012;94;1;1283
2012;94;2;3842
2012;95;1;921
2012;95;2;2970
2012;96;1;642
2012;96;2;2183
2012;97;1;415
2012;97;2;1547
2012;98;1;319
2012;98;2;1181
2012;99;1;205
2012;99;2;747
2012;100;1;119
2012;100;2;469
2012;101;1;59
2012;101;2;313
2012;102;1;37
2012;102;2;184
2012;103;1;12
2012;103;2;99
2012;104;1;8
2012;104;2;58
2012;105;1;7
2012;105;2;44
2011;0;1;40424
2011;0;2;38002
2011;1;1;41745
2011;1;2;39918
2011;2;1;41307
2011;2;2;38889
2011;3;1;41004
2011;3;2;38518
2011;4;1;40080
2011;4;2;38208
2011;5;1;39825
2011;5;2;37604
2011;6;1;39869
2011;6;2;37581
2011;7;1;39534
2011;7;2;37924
2011;8;1;39045
2011;8;2;37225
2011;9;1;39718
2011;9;2;37538
2011;10;1;39967
2011;10;2;37683
2011;11;1;42481
2011;11;2;40066
2011;12;1;42071
2011;12;2;40128
2011;13;1;42829
2011;13;2;40599
2011;14;1;43515
2011;14;2;41352
2011;15;1;44730
2011;15;2;42535
2011;16;1;44502
2011;16;2;42434
2011;17;1;45380
2011;17;2;42921
2011;18;1;46350
2011;18;2;44028
2011;19;1;48513
2011;19;2;46501
2011;20;1;49450
2011;20;2;47400
2011;21;1;49672
2011;21;2;48114
2011;22;1;49710
2011;22;2;48060
2011;23;1;50749
2011;23;2;49396
2011;24;1;50089
2011;24;2;48962
2011;25;1;51542
2011;25;2;50287
2011;26;1;52119
2011;26;2;51291
2011;27;1;53876
2011;27;2;52367
2011;28;1;53865
2011;28;2;52673
2011;29;1;55260
2011;29;2;54524
2011;30;1;55618
2011;30;2;54558
2011;31;1;56338
2011;31;2;55120
2011;32;1;54622
2011;32;2;54343
2011;33;1;54319
2011;33;2;53574
2011;34;1;54468
2011;34;2;53858
2011;35;1;53863
2011;35;2;54119
2011;36;1;54093
2011;36;2;53805
2011;37;1;55762
2011;37;2;55203
2011;38;1;55962
2011;38;2;55677
2011;39;1;58067
2011;39;2;57339
2011;40;1;59871
2011;40;2;59771
2011;41;1;61028
2011;41;2;60630
2011;42;1;62625
2011;42;2;62590
2011;43;1;64485
2011;43;2;64059
2011;44;1;65177
2011;44;2;64704
2011;45;1;67289
2011;45;2;65759
2011;46;1;68102
2011;46;2;65719
2011;47;1;69014
2011;47;2;66983
2011;48;1;66946
2011;48;2;65310
2011;49;1;64501
2011;49;2;62884
2011;50;1;62209
2011;50;2;61080
2011;51;1;60678
2011;51;2;59469
2011;52;1;58833
2011;52;2;57870
2011;53;1;57032
2011;53;2;55417
2011;54;1;55505
2011;54;2;54264
2011;55;1;54269
2011;55;2;52411
2011;56;1;51728
2011;56;2;50726
2011;57;1;49757
2011;57;2;49634
2011;58;1;47756
2011;58;2;48178
2011;59;1;47316
2011;59;2;47921
2011;60;1;45247
2011;60;2;45853
2011;61;1;46264
2011;61;2;46894
2011;62;1;44964
2011;62;2;46288
2011;63;1;45101
2011;63;2;46864
2011;64;1;44125
2011;64;2;45753
2011;65;1;43272
2011;65;2;45495
2011;66;1;41371
2011;66;2;43095
2011;67;1;40064
2011;67;2;42751
2011;68;1;38122
2011;68;2;41370
2011;69;1;36171
2011;69;2;39298
2011;70;1;32994
2011;70;2;37115
2011;71;1;29658
2011;71;2;34507
2011;72;1;28604
2011;72;2;33533
2011;73;1;27208
2011;73;2;32355
2011;74;1;25577
2011;74;2;30899
2011;75;1;24863
2011;75;2;31019
2011;76;1;24088
2011;76;2;30404
2011;77;1;22776
2011;77;2;29429
2011;78;1;20865
2011;78;2;28401
2011;79;1;19938
2011;79;2;27624
2011;80;1;18379
2011;80;2;26422
2011;81;1;17161
2011;81;2;26040
2011;82;1;15245
2011;82;2;24433
2011;83;1;13799
2011;83;2;22764
2011;84;1;12158
2011;84;2;21083
2011;85;1;10937
2011;85;2;19921
2011;86;1;9592
2011;86;2;18291
2011;87;1;8035
2011;87;2;16490
2011;88;1;6850
2011;88;2;14582
2011;89;1;5672
2011;89;2;12654
2011;90;1;4733
2011;90;2;11159
2011;91;1;3716
2011;91;2;8957
2011;92;1;2445
2011;92;2;6337
2011;93;1;1715
2011;93;2;4826
2011;94;1;1284
2011;94;2;3886
2011;95;1;921
2011;95;2;2960
2011;96;1;629
2011;96;2;2174
2011;97;1;523
2011;97;2;1696
2011;98;1;321
2011;98;2;1163
2011;99;1;190
2011;99;2;742
2011;100;1;103
2011;100;2;505
2011;101;1;60
2011;101;2;311
2011;102;1;22
2011;102;2;172
2011;103;1;17
2011;103;2;99
2011;104;1;8
2011;104;2;40
2011;105;1;12
2011;105;2;52
2010;0;1;39948
2010;0;2;38083
2010;1;1;40911
2010;1;2;38440
2010;2;1;40657
2010;2;2;38136
2010;3;1;39776
2010;3;2;37932
2010;4;1;39466
2010;4;2;37280
2010;5;1;39510
2010;5;2;37264
2010;6;1;39273
2010;6;2;37670
2010;7;1;38709
2010;7;2;36915
2010;8;1;39436
2010;8;2;37201
2010;9;1;39684
2010;9;2;37392
2010;10;1;42141
2010;10;2;39722
2010;11;1;41730
2010;11;2;39822
2010;12;1;42540
2010;12;2;40338
2010;13;1;43097
2010;13;2;41066
2010;14;1;44428
2010;14;2;42249
2010;15;1;44190
2010;15;2;42144
2010;16;1;45062
2010;16;2;42685
2010;17;1;45704
2010;17;2;43380
2010;18;1;47679
2010;18;2;45604
2010;19;1;48744
2010;19;2;46427
2010;20;1;48995
2010;20;2;47151
2010;21;1;48855
2010;21;2;47061
2010;22;1;49540
2010;22;2;48150
2010;23;1;48726
2010;23;2;47603
2010;24;1;50037
2010;24;2;48863
2010;25;1;50602
2010;25;2;49666
2010;26;1;52214
2010;26;2;50680
2010;27;1;52423
2010;27;2;51139
2010;28;1;53913
2010;28;2;53139
2010;29;1;54364
2010;29;2;53212
2010;30;1;55180
2010;30;2;53953
2010;31;1;53599
2010;31;2;53315
2010;32;1;53254
2010;32;2;52681
2010;33;1;53581
2010;33;2;52948
2010;34;1;53024
2010;34;2;53273
2010;35;1;53201
2010;35;2;53117
2010;36;1;54955
2010;36;2;54477
2010;37;1;55264
2010;37;2;55129
2010;38;1;57475
2010;38;2;56806
2010;39;1;59191
2010;39;2;59304
2010;40;1;60380
2010;40;2;60128
2010;41;1;62060
2010;41;2;62263
2010;42;1;64002
2010;42;2;63705
2010;43;1;64688
2010;43;2;64404
2010;44;1;66958
2010;44;2;65484
2010;45;1;67773
2010;45;2;65514
2010;46;1;68756
2010;46;2;66769
2010;47;1;66710
2010;47;2;65175
2010;48;1;64411
2010;48;2;62720
2010;49;1;62096
2010;49;2;60991
2010;50;1;60644
2010;50;2;59403
2010;51;1;58787
2010;51;2;57878
2010;52;1;57107
2010;52;2;55471
2010;53;1;55623
2010;53;2;54352
2010;54;1;54523
2010;54;2;52523
2010;55;1;51918
2010;55;2;50890
2010;56;1;50006
2010;56;2;49810
2010;57;1;48045
2010;57;2;48426
2010;58;1;47674
2010;58;2;48133
2010;59;1;45831
2010;59;2;46103
2010;60;1;46799
2010;60;2;47166
2010;61;1;45495
2010;61;2;46618
2010;62;1;45646
2010;62;2;47205
2010;63;1;44763
2010;63;2;46116
2010;64;1;44112
2010;64;2;45891
2010;65;1;42111
2010;65;2;43451
2010;66;1;40694
2010;66;2;43078
2010;67;1;38745
2010;67;2;41714
2010;68;1;36771
