year;age;sex;population
1930;48;1;23724
1930;48;2;25504
1930;49;1;24333
1930;49;2;26369
1930;50;1;21202
1930;50;2;23327
1930;51;1;21691
1930;51;2;23907
1930;52;1;22040
1930;52;2;24444
1930;53;1;22579
1930;53;2;24621
1930;54;1;22948
1930;54;2;25071
1930;55;1;19875
1930;55;2;22270
1930;56;1;18905
1930;56;2;21051
1930;57;1;18422
1930;57;2;20328
1930;58;1;18375
1930;58;2;20257
1930;59;1;17723
1930;59;2;19618
1930;60;1;16540
1930;60;2;18887
1930;61;1;15130
1930;61;2;17569
1930;62;1;14403
1930;62;2;16940
1930;63;1;13643
1930;63;2;16247
1930;64;1;12923
1930;64;2;15582
1930;65;1;12241
1930;65;2;14944
1930;66;1;11595
1930;66;2;14332
1930;67;1;10983
1930;67;2;13745
1930;68;1;10054
1930;68;2;12770
1930;69;1;9203
1930;69;2;11864
1930;70;1;8424
1930;70;2;11022
1930;71;1;7711
1930;71;2;10240
1930;72;1;7059
1930;72;2;9513
1930;73;1;6197
1930;73;2;8435
1930;74;1;5440
1930;74;2;7479
1930;75;1;4776
1930;75;2;6631
1930;76;1;4193
1930;76;2;5880
1930;77;1;3681
1930;77;2;5213
1930;78;1;3118
1930;78;2;4504
1930;79;1;2641
1930;79;2;3891
1930;80;1;2237
1930;80;2;3361
1930;81;1;1894
1930;81;2;2904
1930;82;1;1604
1930;82;2;2509
1930;83;1;1280
1930;83;2;2015
1930;84;1;1021
1930;84;2;1618
1930;85;1;815
1930;85;2;1300
1930;86;1;650
1930;86;2;1044
1930;87;1;518
1930;87;2;838
1930;88;1;364
1930;88;2;615
1930;89;1;255
1930;89;2;452
1930;90;1;179
1930;90;2;332
1930;91;1;126
1930;91;2;244
1930;92;1;88
1930;92;2;179
1930;93;1;57
1930;93;2;115
1930;94;1;37
1930;94;2;74
1930;95;1;24
1930;95;2;48
1930;96;1;15
1930;96;2;31
1930;97;1;10
1930;97;2;20
1930;98;1;6
1930;98;2;11
1930;99;1;4
1930;99;2;6
1930;100;1;0
1930;100;2;0
1930;101;1;0
1930;101;2;0
1930;102;1;0
1930;102;2;0
1930;103;1;0
1930;103;2;0
1930;104;1;0
1930;104;2;0
1930;105;1;0
1930;105;2;0
1929;0;1;33227
1929;0;2;32665
1929;1;1;33253
1929;1;2;32486
1929;2;1;33412
1929;2;2;32087
1929;3;1;34267
1929;3;2;33535
1929;4;1;33760
1929;4;2;33034
1929;5;1;34003
1929;5;2;33602
1929;6;1;35208
1929;6;2;34246
1929;7;1;35501
1929;7;2;34560
1929;8;1;37493
1929;8;2;36681
1929;9;1;36279
1929;9;2;35144
1929;10;1;31824
1929;10;2;31425
1929;11;1;32239
1929;11;2;31511
1929;12;1;31811
1929;12;2;31441
1929;13;1;32494
1929;13;2;31941
1929;14;1;31200
1929;14;2;31713
1929;15;1;36384
1929;15;2;36355
1929;16;1;37248
1929;16;2;37563
1929;17;1;38326
1929;17;2;38519
1929;18;1;37709
1929;18;2;38417
1929;19;1;36323
1929;19;2;38212
1929;20;1;36348
1929;20;2;38651
1929;21;1;37249
1929;21;2;39433
1929;22;1;36685
1929;22;2;38594
1929;23;1;37053
1929;23;2;39089
1929;24;1;34121
1929;24;2;36917
1929;25;1;34228
1929;25;2;36962
1929;26;1;33768
1929;26;2;36629
1929;27;1;34920
1929;27;2;37433
1929;28;1;34819
1929;28;2;38003
1929;29;1;31545
1929;29;2;35146
1929;30;1;31611
1929;30;2;35232
1929;31;1;30466
1929;31;2;34492
1929;32;1;30117
1929;32;2;33614
1929;33;1;29582
1929;33;2;33006
1929;34;1;27399
1929;34;2;30356
1929;35;1;26860
1929;35;2;30447
1929;36;1;27165
1929;36;2;30630
1929;37;1;26589
1929;37;2;30002
1929;38;1;26756
1929;38;2;30151
1929;39;1;23961
1929;39;2;26641
1929;40;1;24782
1929;40;2;27522
1929;41;1;24839
1929;41;2;27399
1929;42;1;24818
1929;42;2;27557
1929;43;1;24585
1929;43;2;27470
1929;44;1;23226
1929;44;2;25079
1929;45;1;23658
1929;45;2;25404
1929;46;1;23837
1929;46;2;25459
1929;47;1;24003
1929;47;2;25739
1929;48;1;24643
1929;48;2;26605
1929;49;1;21566
1929;49;2;23583
1929;50;1;22032
1929;50;2;24178
1929;51;1;22418
1929;51;2;24703
1929;52;1;22961
1929;52;2;24896
1929;53;1;23356
1929;53;2;25369
1929;54;1;20351
1929;54;2;22597
1929;55;1;19392
1929;55;2;21393
1929;56;1;18845
1929;56;2;20704
1929;57;1;18788
1929;57;2;20594
1929;58;1;18143
1929;58;2;19965
1929;59;1;16964
1929;59;2;19198
1929;60;1;15649
1929;60;2;17974
1929;61;1;14892
1929;61;2;17325
1929;62;1;14151
1929;62;2;16685
1929;63;1;13429
1929;63;2;16048
1929;64;1;12806
1929;64;2;15437
1929;65;1;12145
1929;65;2;14810
1929;66;1;11533
1929;66;2;14266
1929;67;1;10624
1929;67;2;13345
1929;68;1;9763
1929;68;2;12407
1929;69;1;8976
1929;69;2;11604
1929;70;1;8227
1929;70;2;10840
1929;71;1;7610
1929;71;2;10124
1929;72;1;6712
1929;72;2;9004
1929;73;1;5935
1929;73;2;8033
1929;74;1;5249
1929;74;2;7173
1929;75;1;4661
1929;75;2;6424
1929;76;1;4103
1929;76;2;5721
1929;77;1;3521
1929;77;2;5015
1929;78;1;3012
1929;78;2;4372
1929;79;1;2552
1929;79;2;3794
1929;80;1;2223
1929;80;2;3327
1929;81;1;1889
1929;81;2;2892
1929;82;1;1542
1929;82;2;2401
1929;83;1;1250
1929;83;2;1950
1929;84;1;985
1929;84;2;1552
1929;85;1;807
1929;85;2;1279
1929;86;1;661
1929;86;2;1053
1929;87;1;470
1929;87;2;772
1929;88;1;352
1929;88;2;574
1929;89;1;237
1929;89;2;438
1929;90;1;165
1929;90;2;315
1929;91;1;134
1929;91;2;243
1929;92;1;93
1929;92;2;172
1929;93;1;63
1929;93;2;95
1929;94;1;34
1929;94;2;64
1929;95;1;21
1929;95;2;45
1929;96;1;22
1929;96;2;39
1929;97;1;14
1929;97;2;22
1929;98;1;8
1929;98;2;10
1929;99;1;1
1929;99;2;3
1929;100;1;0
1929;100;2;0
1929;101;1;0
1929;101;2;0
1929;102;1;0
1929;102;2;0
1929;103;1;0
1929;103;2;0
1929;104;1;0
1929;104;2;0
1929;105;1;0
1929;105;2;0
1928;0;1;33886
1928;0;2;32946
1928;1;1;33637
1928;1;2;32256
1928;2;1;34363
1928;2;2;33594
1928;3;1;33888
1928;3;2;33123
1928;4;1;34096
1928;4;2;33673
1928;5;1;35300
1928;5;2;34303
1928;6;1;35550
1928;6;2;34570
1928;7;1;37520
1928;7;2;36664
1928;8;1;36448
1928;8;2;35281
1928;9;1;31827
1928;9;2;31437
1928;10;1;32273
1928;10;2;31539
1928;11;1;31853
1928;11;2;31485
1928;12;1;32551
1928;12;2;31976
1928;13;1;31249
1928;13;2;31677
1928;14;1;36439
1928;14;2;36323
1928;15;1;37325
1928;15;2;37544
1928;16;1;38411
1928;16;2;38518
1928;17;1;37795
1928;17;2;38395
1928;18;1;36627
1928;18;2;38264
1928;19;1;36675
1928;19;2;38698
1928;20;1;37554
1928;20;2;39473
1928;21;1;37001
1928;21;2;38636
1928;22;1;37368
1928;22;2;39119
1928;23;1;34577
1928;23;2;37177
1928;24;1;34655
1928;24;2;37205
1928;25;1;34184
1928;25;2;36860
1928;26;1;35337
1928;26;2;37668
1928;27;1;35240
1928;27;2;38228
1928;28;1;31830
1928;28;2;35434
1928;29;1;31878
1928;29;2;35497
1928;30;1;30741
1928;30;2;34771
1928;31;1;30380
1928;31;2;33865
1928;32;1;29845
1928;32;2;33245
1928;33;1;27581
1928;33;2;30602
1928;34;1;27052
1928;34;2;30667
1928;35;1;27358
1928;35;2;30852
1928;36;1;26782
1928;36;2;30231
1928;37;1;26979
1928;37;2;30389
1928;38;1;24169
1928;38;2;26847
1928;39;1;24985
1928;39;2;27727
1928;40;1;25069
1928;40;2;27600
1928;41;1;25030
1928;41;2;27783
1928;42;1;24814
1928;42;2;27681
1928;43;1;23487
1928;43;2;25305
1928;44;1;23931
1928;44;2;25620
1928;45;1;24130
1928;45;2;25685
1928;46;1;24282
1928;46;2;25960
1928;47;1;24922
1928;47;2;26864
1928;48;1;21903
1928;48;2;23842
1928;49;1;22402
1928;49;2;24439
1928;50;1;22801
1928;50;2;25014
1928;51;1;23337
1928;51;2;25209
1928;52;1;23754
1928;52;2;25659
1928;53;1;20825
1928;53;2;22983
1928;54;1;19800
1928;54;2;21712
1928;55;1;19291
1928;55;2;21055
1928;56;1;19267
1928;56;2;20926
1928;57;1;18598
1928;57;2;20301
1928;58;1;17365
1928;58;2;19529
1928;59;1;16132
1928;59;2;18382
1928;60;1;15381
1928;60;2;17726
1928;61;1;14704
1928;61;2;17127
1928;62;1;13984
1928;62;2;16496
1928;63;1;13340
1928;63;2;15931
1928;64;1;12682
1928;64;2;15334
1928;65;1;12120
1928;65;2;14780
1928;66;1;11226
1928;66;2;13874
1928;67;1;10338
1928;67;2;12994
1928;68;1;9566
1928;68;2;12186
1928;69;1;8806
1928;69;2;11413
1928;70;1;8173
1928;70;2;10795
1928;71;1;7271
1928;71;2;9632
1928;72;1;6487
1928;72;2;8649
1928;73;1;5771
1928;73;2;7743
1928;74;1;5201
1928;74;2;7029
1928;75;1;4599
1928;75;2;6291
1928;76;1;3998
1928;76;2;5579
1928;77;1;3451
1928;77;2;4900
1928;78;1;2948
1928;78;2;4349
1928;79;1;2618
1928;79;2;3839
1928;80;1;2232
1928;80;2;3354
1928;81;1;1832
1928;81;2;2831
1928;82;1;1547
1928;82;2;2370
1928;83;1;1229
1928;83;2;1921
1928;84;1;1054
1928;84;2;1622
1928;85;1;831
1928;85;2;1342
1928;86;1;612
1928;86;2;994
1928;87;1;460
1928;87;2;778
1928;88;1;346
1928;88;2;586
1928;89;1;222
1928;89;2;427
1928;90;1;194
1928;90;2;335
1928;91;1;127
1928;91;2;246
1928;92;1;93
1928;92;2;143
1928;93;1;56
1928;93;2;101
1928;94;1;33
1928;94;2;72
1928;95;1;35
1928;95;2;61
1928;96;1;23
1928;96;2;30
1928;97;1;13
1928;97;2;18
1928;98;1;3
1928;98;2;7
1928;99;1;2
1928;99;2;7
1928;100;1;0
1928;100;2;0
1928;101;1;0
1928;101;2;0
1928;102;1;0
1928;102;2;0
1928;103;1;0
1928;103;2;0
1928;104;1;0
1928;104;2;0
1928;105;1;0
1928;105;2;0
1927;0;1;34272
1927;0;2;32738
1927;1;1;34616
1927;1;2;33759
1927;2;1;34063
1927;2;2;33272
1927;3;1;34226
1927;3;2;33749
1927;4;1;35408
1927;4;2;34361
1927;5;1;35610
1927;5;2;34602
1927;6;1;37531
1927;6;2;36675
1927;7;1;36616
1927;7;2;35431
1927;8;1;31841
1927;8;2;31455
1927;9;1;32307
1927;9;2;31569
1927;10;1;31895
1927;10;2;31518
1927;11;1;32594
1927;11;2;32014
1927;12;1;31299
1927;12;2;31629
1927;13;1;36483
1927;13;2;36287
1927;14;1;37389
1927;14;2;37517
1927;15;1;38476
1927;15;2;38476
1927;16;1;37870
1927;16;2;38397
1927;17;1;36929
1927;17;2;38298
1927;18;1;36970
1927;18;2;38740
1927;19;1;37874
1927;19;2;39531
1927;20;1;37306
1927;20;2;38664
1927;21;1;37662
1927;21;2;39158
1927;22;1;35021
1927;22;2;37408
1927;23;1;35086
1927;23;2;37441
1927;24;1;34590
1927;24;2;37100
1927;25;1;35770
1927;25;2;37917
1927;26;1;35649
1927;26;2;38459
1927;27;1;32094
1927;27;2;35723
1927;28;1;32143
1927;28;2;35763
1927;29;1;30989
1927;29;2;35046
1927;30;1;30640
1927;30;2;34132
1927;31;1;30098
1927;31;2;33495
1927;32;1;27759
1927;32;2;30823
1927;33;1;27234
1927;33;2;30878
1927;34;1;27531
1927;34;2;31081
1927;35;1;26951
1927;35;2;30458
1927;36;1;27156
1927;36;2;30624
1927;37;1;24357
1927;37;2;27044
1927;38;1;25157
1927;38;2;27948
1927;39;1;25254
1927;39;2;27801
1927;40;1;25199
1927;40;2;27984
1927;41;1;24999
1927;41;2;27871
1927;42;1;23718
1927;42;2;25497
1927;43;1;24175
1927;43;2;25823
1927;44;1;24375
1927;44;2;25897
1927;45;1;24535
1927;45;2;26170
1927;46;1;25193
1927;46;2;27073
1927;47;1;22224
1927;47;2;24072
1927;48;1;22735
1927;48;2;24701
1927;49;1;23137
1927;49;2;25280
1927;50;1;23658
1927;50;2;25481
1927;51;1;24106
1927;51;2;25944
1927;52;1;21246
1927;52;2;23319
1927;53;1;20205
1927;53;2;22040
1927;54;1;19712
1927;54;2;21383
1927;55;1;19678
1927;55;2;21205
1927;56;1;18953
1927;56;2;20579
1927;57;1;17797
1927;57;2;19818
1927;58;1;16601
1927;58;2;18749
1927;59;1;15832
1927;59;2;18074
1927;60;1;15183
1927;60;2;17511
1927;61;1;14496
1927;61;2;16939
1927;62;1;13811
1927;62;2;16373
1927;63;1;13159
1927;63;2;15797
1927;64;1;12620
1927;64;2;15245
1927;65;1;11783
1927;65;2;14368
1927;66;1;10883
1927;66;2;13565
1927;67;1;10124
1927;67;2;12757
1927;68;1;9333
1927;68;2;11966
1927;69;1;8697
1927;69;2;11363
1927;70;1;7835
1927;70;2;10192
1927;71;1;7008
1927;71;2;9218
1927;72;1;6273
1927;72;2;8324
1927;73;1;5662
1927;73;2;7598
1927;74;1;5064
1927;74;2;6865
1927;75;1;4450
1927;75;2;6167
1927;76;1;3897
1927;76;2;5441
1927;77;1;3390
1927;77;2;4853
1927;78;1;2985
1927;78;2;4311
1927;79;1;2601
1927;79;2;3820
1927;80;1;2133
1927;80;2;3280
1927;81;1;1859
1927;81;2;2766
1927;82;1;1502
1927;82;2;2305
1927;83;1;1293
1927;83;2;1969
1927;84;1;1041
1927;84;2;1641
1927;85;1;797
1927;85;2;1241
1927;86;1;584
1927;86;2;977
1927;87;1;452
1927;87;2;736
1927;88;1;301
1927;88;2;560
1927;89;1;260
1927;89;2;455
1927;90;1;184
1927;90;2;329
1927;91;1;130
1927;91;2;198
1927;92;1;82
1927;92;2;143
1927;93;1;48
1927;93;2;102
1927;94;1;54
1927;94;2;90
1927;95;1;33
1927;95;2;41
1927;96;1;17
1927;96;2;26
1927;97;1;7
1927;97;2;9
1927;98;1;4
1927;98;2;15
1927;99;1;9
1927;99;2;10
1927;100;1;0
1927;100;2;0
1927;101;1;0
1927;101;2;0
1927;102;1;0
1927;102;2;0
1927;103;1;0
1927;103;2;0
1927;104;1;0
1927;104;2;0
1927;105;1;0
1927;105;2;0
1926;0;1;35286
1926;0;2;34323
1926;1;1;34366
1926;1;2;33479
1926;2;1;34390
1926;2;2;33861
1926;3;1;35532
1926;3;2;34460
1926;4;1;35674
1926;4;2;34635
1926;5;1;37555
1926;5;2;36668
1926;6;1;36797
1926;6;2;35575
1926;7;1;31862
1926;7;2;31461
1926;8;1;32336
1926;8;2;31599
1926;9;1;31937
1926;9;2;31547
1926;10;1;32641
1926;10;2;32053
1926;11;1;31331
1926;11;2;31584
1926;12;1;36523
1926;12;2;36242
1926;13;1;37429
1926;13;2;37475
1926;14;1;38545
1926;14;2;38430
1926;15;1;37932
1926;15;2;38382
1926;16;1;37212
1926;16;2;38333
1926;17;1;37261
1926;17;2;38784
1926;18;1;38171
1926;18;2;39570
1926;19;1;37594
1926;19;2;38707
1926;20;1;37967
1926;20;2;39190
1926;21;1;35423
1926;21;2;37667
1926;22;1;35525
1926;22;2;37676
1926;23;1;35009
1926;23;2;37324
1926;24;1;36204
1926;24;2;38144
1926;25;1;36079
1926;25;2;38709
1926;26;1;32353
1926;26;2;35987
1926;27;1;32408
1926;27;2;36031
1926;28;1;31273
1926;28;2;35314
1926;29;1;30890
1926;29;2;34386
1926;30;1;30329
1926;30;2;33726
1926;31;1;27937
1926;31;2;31040
1926;32;1;27411
1926;32;2;31105
1926;33;1;27708
1926;33;2;31326
1926;34;1;27113
1926;34;2;30697
1926;35;1;27330
1926;35;2;30865
1926;36;1;24529
1926;36;2;27238
1926;37;1;25353
1926;37;2;28173
1926;38;1;25449
1926;38;2;28017
1926;39;1;25399
1926;39;2;28187
1926;40;1;25175
1926;40;2;28075
1926;41;1;23969
1926;41;2;25706
1926;42;1;24399
1926;42;2;26033
1926;43;1;24617
1926;43;2;26114
1926;44;1;24785
1926;44;2;26369
1926;45;1;25428
1926;45;2;27294
1926;46;1;22528
1926;46;2;24319
1926;47;1;23060
1926;47;2;24951
1926;48;1;23450
1926;48;2;25560
1926;49;1;23986
1926;49;2;25735
1926;50;1;24451
1926;50;2;26227
1926;51;1;21656
1926;51;2;23643
1926;52;1;20587
1926;52;2;22344
1926;53;1;20077
1926;53;2;21709
1926;54;1;20090
1926;54;2;21479
1926;55;1;19344
1926;55;2;20845
1926;56;1;18133
1926;56;2;20121
1926;57;1;17009
1926;57;2;19110
1926;58;1;16288
1926;58;2;18433
1926;59;1;15640
1926;59;2;17936
1926;60;1;14958
1926;60;2;17359
1926;61;1;14310
1926;61;2;16790
1926;62;1;13671
1926;62;2;16254
1926;63;1;13126
1926;63;2;15719
1926;64;1;12293
1926;64;2;14896
1926;65;1;11433
1926;65;2;14070
1926;66;1;10621
1926;66;2;13311
1926;67;1;9851
1926;67;2;12545
1926;68;1;9232
1926;68;2;11931
1926;69;1;8407
1926;69;2;10779
1926;70;1;7535
1926;70;2;9754
1926;71;1;6793
1926;71;2;8889
1926;72;1;6131
1926;72;2;8198
1926;73;1;5604
1926;73;2;7445
1926;74;1;4900
1926;74;2;6733
1926;75;1;4382
1926;75;2;6047
1926;76;1;3816
1926;76;2;5421
1926;77;1;3405
1926;77;2;4854
1926;78;1;2995
1926;78;2;4356
1926;79;1;2516
1926;79;2;3769
1926;80;1;2179
1926;80;2;3243
1926;81;1;1821
1926;81;2;2723
1926;82;1;1559
1926;82;2;2357
1926;83;1;1313
1926;83;2;2037
1926;84;1;1007
1926;84;2;1540
1926;85;1;777
1926;85;2;1236
1926;86;1;581
1926;86;2;982
1926;87;1;423
1926;87;2;748
1926;88;1;369
1926;88;2;603
1926;89;1;269
1926;89;2;439
1926;90;1;190
1926;90;2;288
1926;91;1;124
1926;91;2;212
1926;92;1;79
1926;92;2;152
1926;93;1;78
1926;93;2;119
1926;94;1;42
1926;94;2;63
1926;95;1;27
1926;95;2;42
1926;96;1;13
1926;96;2;18
1926;97;1;6
1926;97;2;24
1926;98;1;13
1926;98;2;18
1926;99;1;6
1926;99;2;10
1926;100;1;0
1926;100;2;0
1926;101;1;0
1926;101;2;0
1926;102;1;0
1926;102;2;0
1926;103;1;0
1926;103;2;0
1926;104;1;0
1926;104;2;0
1926;105;1;0
1926;105;2;0
1925;0;1;35086
1925;0;2;34041
1925;1;1;34627
1925;1;2;34058
1925;2;1;35661
1925;2;2;34582
1925;3;1;35748
1925;3;2;34684
1925;4;1;37587
1925;4;2;36682
1925;5;1;36959
1925;5;2;35732
1925;6;1;31891
1925;6;2;31470
1925;7;1;32365
1925;7;2;31633
1925;8;1;31986
1925;8;2;31586
1925;9;1;32692
1925;9;2;32084
1925;10;1;31372
1925;10;2;31541
1925;11;1;36554
1925;11;2;36180
1925;12;1;37463
1925;12;2;37423
1925;13;1;38593
1925;13;2;38374
1925;14;1;37994
1925;14;2;38338
1925;15;1;37459
1925;15;2;38346
1925;16;1;37532
1925;16;2;38810
1925;17;1;38446
1925;17;2;39612
1925;18;1;37883
1925;18;2;38741
1925;19;1;38258
1925;19;2;39214
1925;20;1;35845
1925;20;2;37894
1925;21;1;35937
1925;21;2;37914
1925;22;1;35420
1925;22;2;37560
1925;23;1;36614
1925;23;2;38370
1925;24;1;36491
1925;24;2;38963
1925;25;1;32614
1925;25;2;36261
1925;26;1;32682
1925;26;2;36310
1925;27;1;31530
1925;27;2;35582
1925;28;1;31135
1925;28;2;34656
1925;29;1;30595
1925;29;2;33997
1925;30;1;28136
1925;30;2;31272
1925;31;1;27582
1925;31;2;31321
1925;32;1;27881
1925;32;2;31542
1925;33;1;27274
1925;33;2;30914
1925;34;1;27490
1925;34;2;31101
1925;35;1;24691
1925;35;2;27417
1925;36;1;25527
1925;36;2;28369
1925;37;1;25634
1925;37;2;28212
1925;38;1;25583
1925;38;2;28388
1925;39;1;25365
1925;39;2;28280
1925;40;1;24175
1925;40;2;25899
1925;41;1;24638
1925;41;2;26240
1925;42;1;24838
1925;42;2;26303
1925;43;1;25003
1925;43;2;26572
1925;44;1;25630
1925;44;2;27508
1925;45;1;22830
1925;45;2;24558
1925;46;1;23365
1925;46;2;25191
1925;47;1;23741
1925;47;2;25803
1925;48;1;24282
1925;48;2;25970
1925;49;1;24757
1925;49;2;26467
1925;50;1;22066
1925;50;2;23933
1925;51;1;20988
1925;51;2;22628
1925;52;1;20447
1925;52;2;22036
1925;53;1;20445
1925;53;2;21726
1925;54;1;19689
1925;54;2;21088
1925;55;1;18455
1925;55;2;20376
1925;56;1;17382
1925;56;2;19448
1925;57;1;16711
1925;57;2;18763
1925;58;1;16081
1925;58;2;18281
1925;59;1;15373
1925;59;2;17717
1925;60;1;14743
1925;60;2;17174
1925;61;1;14143
1925;61;2;16678
1925;62;1;13636
1925;62;2;16120
1925;63;1;12749
1925;63;2;15357
1925;64;1;11910
1925;64;2;14532
1925;65;1;11117
1925;65;2;13778
1925;66;1;10357
1925;66;2;13045
1925;67;1;9720
1925;67;2;12418
1925;68;1;8845
1925;68;2;11331
1925;69;1;8036
1925;69;2;10308
1925;70;1;7299
1925;70;2;9440
1925;71;1;6589
1925;71;2;8704
1925;72;1;6017
1925;72;2;7958
1925;73;1;5318
1925;73;2;7276
1925;74;1;4829
1925;74;2;6566
1925;75;1;4221
1925;75;2;5934
1925;76;1;3823
1925;76;2;5365
1925;77;1;3418
1925;77;2;4882
1925;78;1;2935
1925;78;2;4237
1925;79;1;2538
1925;79;2;3725
1925;80;1;2150
1925;80;2;3157
1925;81;1;1857
1925;81;2;2731
1925;82;1;1592
1925;82;2;2397
1925;83;1;1227
1925;83;2;1852
1925;84;1;968
1925;84;2;1525
1925;85;1;741
1925;85;2;1183
1925;86;1;548
1925;86;2;946
1925;87;1;480
1925;87;2;747
1925;88;1;354
1925;88;2;584
1925;89;1;238
1925;89;2;391
1925;90;1;171
1925;90;2;277
1925;91;1;106
1925;91;2;205
1925;92;1;106
1925;92;2;168
1925;93;1;62
1925;93;2;89
1925;94;1;39
1925;94;2;57
1925;95;1;21
1925;95;2;29
1925;96;1;9
1925;96;2;35
1925;97;1;16
1925;97;2;22
1925;98;1;8
1925;98;2;17
1925;99;1;6
1925;99;2;6
1925;100;1;0
1925;100;2;0
1925;101;1;0
1925;101;2;0
1925;102;1;0
1925;102;2;0
1925;103;1;0
1925;103;2;0
1925;104;1;0
1925;104;2;0
1925;105;1;0
1925;105;2;0
1924;0;1;35329
1924;0;2;34653
1924;1;1;35945
1924;1;2;34788
1924;2;1;35861
1924;2;2;34769
1924;3;1;37634
1924;3;2;36719
1924;4;1;37144
1924;4;2;35890
1924;5;1;31905
1924;5;2;31509
1924;6;1;32417
1924;6;2;31665
1924;7;1;32037
1924;7;2;31614
1924;8;1;32749
1924;8;2;32130
1924;9;1;31415
1924;9;2;31501
1924;10;1;36603
1924;10;2;36134
1924;11;1;37508
1924;11;2;37369
1924;12;1;38643
1924;12;2;38327
1924;13;1;38036
1924;13;2;38275
1924;14;1;37718
1924;14;2;38354
1924;15;1;37773
1924;15;2;38817
1924;16;1;38710
1924;16;2;39632
1924;17;1;38148
1924;17;2;38770
1924;18;1;38539
1924;18;2;39231
1924;19;1;36274
1924;19;2;38135
1924;20;1;36356
1924;20;2;38124
1924;21;1;35811
1924;21;2;37778
1924;22;1;37048
1924;22;2;38610
1924;23;1;36913
1924;23;2;39186
1924;24;1;32880
1924;24;2;36548
1924;25;1;32944
1924;25;2;36599
1924;26;1;31780
1924;26;2;35878
1924;27;1;31392
1924;27;2;34924
1924;28;1;30818
1924;28;2;34255
1924;29;1;28312
1924;29;2;31516
1924;30;1;27763
1924;30;2;31577
1924;31;1;28060
1924;31;2;31788
1924;32;1;27458
1924;32;2;31135
1924;33;1;27658
1924;33;2;31323
1924;34;1;24853
1924;34;2;27620
1924;35;1;25695
1924;35;2;28561
1924;36;1;25799
1924;36;2;28410
1924;37;1;25749
1924;37;2;28590
1924;38;1;25519
1924;38;2;28482
1924;39;1;24375
1924;39;2;26107
1924;40;1;24871
1924;40;2;26422
1924;41;1;25075
1924;41;2;26508
1924;42;1;25235
1924;42;2;26764
1924;43;1;25865
1924;43;2;27708
1924;44;1;23111
1924;44;2;24781
1924;45;1;23657
1924;45;2;25416
1924;46;1;24026
1924;46;2;26035
1924;47;1;24597
1924;47;2;26180
1924;48;1;25077
1924;48;2;26694
1924;49;1;22460
1924;49;2;24230
1924;50;1;21349
1924;50;2;22909
1924;51;1;20776
1924;51;2;22358
1924;52;1;20777
1924;52;2;21991
1924;53;1;20014
1924;53;2;21343
1924;54;1;18807
1924;54;2;20641
1924;55;1;17772
1924;55;2;19766
1924;56;1;17110
1924;56;2;19073
1924;57;1;16498
1924;57;2;18636
1924;58;1;15799
1924;58;2;18046
1924;59;1;15203
1924;59;2;17564
1924;60;1;14624
1924;60;2;17074
1924;61;1;14113
1924;61;2;16521
1924;62;1;13231
1924;62;2;15778
1924;63;1;12382
1924;63;2;14995
1924;64;1;11650
1924;64;2;14241
1924;65;1;10888
1924;65;2;13543
1924;66;1;10222
1924;66;2;12917
1924;67;1;9322
1924;67;2;11890
1924;68;1;8516
1924;68;2;10818
1924;69;1;7797
1924;69;2;9964
1924;70;1;7072
1924;70;2;9227
1924;71;1;6496
1924;71;2;8482
1924;72;1;5782
1924;72;2;7807
1924;73;1;5288
1924;73;2;7155
1924;74;1;4686
1924;74;2;6491
1924;75;1;4269
1924;75;2;5941
1924;76;1;3838
1924;76;2;5438
1924;77;1;3355
1924;77;2;4733
1924;78;1;2924
1924;78;2;4231
1924;79;1;2516
1924;79;2;3648
1924;80;1;2202
1924;80;2;3174
1924;81;1;1897
1924;81;2;2794
1924;82;1;1509
1924;82;2;2240
1924;83;1;1212
1924;83;2;1858
1924;84;1;937
1924;84;2;1471
1924;85;1;720
1924;85;2;1172
1924;86;1;625
1924;86;2;943
1924;87;1;465
1924;87;2;723
1924;88;1;324
1924;88;2;510
1924;89;1;229
1924;89;2;384
1924;90;1;154
1924;90;2;274
1924;91;1;139
1924;91;2;219
1924;92;1;87
1924;92;2;127
1924;93;1;65
1924;93;2;85
1924;94;1;36
1924;94;2;49
1924;95;1;14
1924;95;2;50
1924;96;1;25
1924;96;2;33
1924;97;1;12
1924;97;2;23
1924;98;1;10
1924;98;2;8
1924;99;1;5
1924;99;2;5
1924;100;1;0
1924;100;2;0
1924;101;1;0
1924;101;2;0
1924;102;1;0
1924;102;2;0
1924;103;1;0
1924;103;2;0
1924;104;1;0
1924;104;2;0
1924;105;1;0
1924;105;2;0
1923;0;1;36696
1923;0;2;35340
1923;1;1;36078
1923;1;2;34926
1923;2;1;37747
1923;2;2;36777
1923;3;1;37330
1923;3;2;36075
1923;4;1;31955
1923;4;2;31538
1923;5;1;32461
1923;5;2;31713
1923;6;1;32089
1923;6;2;31649
1923;7;1;32801
1923;7;2;32164
1923;8;1;31459
1923;8;2;31459
1923;9;1;36666
1923;9;2;36085
1923;10;1;37538
1923;10;2;37305
1923;11;1;38681
1923;11;2;38258
1923;12;1;38068
1923;12;2;38197
1923;13;1;37960
1923;13;2;38342
1923;14;1;38007
1923;14;2;38821
1923;15;1;38958
1923;15;2;39634
1923;16;1;38392
1923;16;2;38768
1923;17;1;38803
1923;17;2;39247
1923;18;1;36659
1923;18;2;38354
1923;19;1;36757
